2.365 0 -0.350
2.365 0 -0.336
2.365 0 -0.321
2.365 0 -0.307
2.365 0 -0.293
2.365 0 -0.279
2.365 0 -0.264
2.365 0 -0.250
2.365 0 -0.236
2.365 0 -0.221
2.365 0 -0.207
2.365 0 -0.193
2.365 0 -0.179
2.365 0 -0.164
2.365 0 -0.150
2.365 0 -0.136
2.365 0 -0.121
2.365 0 -0.107
2.365 0 -0.093
2.365 0 -0.079
2.365 0 -0.064
2.365 0 -0.050
2.365 0 -0.036
2.365 0 -0.021
2.365 0 -0.007
2.365 0 0.007
2.365 0 0.021
2.365 0 0.036
2.365 0 0.050
2.365 0 0.064
2.365 0 0.079
2.365 0 0.093
2.365 0 0.107
2.365 0 0.121
2.365 0 0.136
2.365 0 0.150
2.365 0 0.164
2.365 0 0.179
2.365 0 0.193
2.365 0 0.207
2.365 0 0.221
2.365 0 0.236
2.365 0 0.250
2.365 0 0.264
2.365 0 0.279
2.365 0 0.293
2.365 0 0.307
2.365 0 0.321
2.365 0 0.336
2.365 0 0.350
2.365 1 -0.350
2.365 1 -0.336
2.365 1 -0.321
2.365 1 -0.307
2.365 1 -0.293
2.365 1 -0.279
2.365 1 -0.264
2.365 1 -0.250
2.365 1 -0.236
2.365 1 -0.221
2.365 1 -0.207
2.365 1 -0.193
2.365 1 -0.179
2.365 1 -0.164
2.365 1 -0.150
2.365 1 -0.136
2.365 1 -0.121
2.365 1 -0.107
2.365 1 -0.093
2.365 1 -0.079
2.365 1 -0.064
2.365 1 -0.050
2.365 1 -0.036
2.365 1 -0.021
2.365 1 -0.007
2.365 1 0.007
2.365 1 0.021
2.365 1 0.036
2.365 1 0.050
2.365 1 0.064
2.365 1 0.079
2.365 1 0.093
2.365 1 0.107
2.365 1 0.121
2.365 1 0.136
2.365 1 0.150
2.365 1 0.164
2.365 1 0.179
2.365 1 0.193
2.365 1 0.207
2.365 1 0.221
2.365 1 0.236
2.365 1 0.250
2.365 1 0.264
2.365 1 0.279
2.365 1 0.293
2.365 1 0.307
2.365 1 0.321
2.365 1 0.336
2.365 1 0.350
2.365 2 -0.350
2.365 2 -0.336
2.365 2 -0.321
2.365 2 -0.307
2.365 2 -0.293
2.365 2 -0.279
2.365 2 -0.264
2.365 2 -0.250
2.365 2 -0.236
2.365 2 -0.221
2.365 2 -0.207
2.365 2 -0.193
2.365 2 -0.179
2.365 2 -0.164
2.365 2 -0.150
2.365 2 -0.136
2.365 2 -0.121
2.365 2 -0.107
2.365 2 -0.093
2.365 2 -0.079
2.365 2 -0.064
2.365 2 -0.050
2.365 2 -0.036
2.365 2 -0.021
2.365 2 -0.007
2.365 2 0.007
2.365 2 0.021
2.365 2 0.036
2.365 2 0.050
2.365 2 0.064
2.365 2 0.079
2.365 2 0.093
2.365 2 0.107
2.365 2 0.121
2.365 2 0.136
2.365 2 0.150
2.365 2 0.164
2.365 2 0.179
2.365 2 0.193
2.365 2 0.207
2.365 2 0.221
2.365 2 0.236
2.365 2 0.250
2.365 2 0.264
2.365 2 0.279
2.365 2 0.293
2.365 2 0.307
2.365 2 0.321
2.365 2 0.336
2.365 2 0.350
2.365 3 -0.350
2.365 3 -0.336
2.365 3 -0.321
2.365 3 -0.307
2.365 3 -0.293
2.365 3 -0.279
2.365 3 -0.264
2.365 3 -0.250
2.365 3 -0.236
2.365 3 -0.221
2.365 3 -0.207
2.365 3 -0.193
2.365 3 -0.179
2.365 3 -0.164
2.365 3 -0.150
2.365 3 -0.136
2.365 3 -0.121
2.365 3 -0.107
2.365 3 -0.093
2.365 3 -0.079
2.365 3 -0.064
2.365 3 -0.050
2.365 3 -0.036
2.365 3 -0.021
2.365 3 -0.007
2.365 3 0.007
2.365 3 0.021
2.365 3 0.036
2.365 3 0.050
2.365 3 0.064
2.365 3 0.079
2.365 3 0.093
2.365 3 0.107
2.365 3 0.121
2.365 3 0.136
2.365 3 0.150
2.365 3 0.164
2.365 3 0.179
2.365 3 0.193
2.365 3 0.207
2.365 3 0.221
2.365 3 0.236
2.365 3 0.250
2.365 3 0.264
2.365 3 0.279
2.365 3 0.293
2.365 3 0.307
2.365 3 0.321
2.365 3 0.336
2.365 3 0.350
2.365 4 -0.350
2.365 4 -0.336
2.365 4 -0.321
2.365 4 -0.307
2.365 4 -0.293
2.365 4 -0.279
2.365 4 -0.264
2.365 4 -0.250
2.365 4 -0.236
2.365 4 -0.221
2.365 4 -0.207
2.365 4 -0.193
2.365 4 -0.179
2.365 4 -0.164
2.365 4 -0.150
2.365 4 -0.136
2.365 4 -0.121
2.365 4 -0.107
2.365 4 -0.093
2.365 4 -0.079
2.365 4 -0.064
2.365 4 -0.050
2.365 4 -0.036
2.365 4 -0.021
2.365 4 -0.007
2.365 4 0.007
2.365 4 0.021
2.365 4 0.036
2.365 4 0.050
2.365 4 0.064
2.365 4 0.079
2.365 4 0.093
2.365 4 0.107
2.365 4 0.121
2.365 4 0.136
2.365 4 0.150
2.365 4 0.164
2.365 4 0.179
2.365 4 0.193
2.365 4 0.207
2.365 4 0.221
2.365 4 0.236
2.365 4 0.250
2.365 4 0.264
2.365 4 0.279
2.365 4 0.293
2.365 4 0.307
2.365 4 0.321
2.365 4 0.336
2.365 4 0.350
2.365 5 -0.350
2.365 5 -0.336
2.365 5 -0.321
2.365 5 -0.307
2.365 5 -0.293
2.365 5 -0.279
2.365 5 -0.264
2.365 5 -0.250
2.365 5 -0.236
2.365 5 -0.221
2.365 5 -0.207
2.365 5 -0.193
2.365 5 -0.179
2.365 5 -0.164
2.365 5 -0.150
2.365 5 -0.136
2.365 5 -0.121
2.365 5 -0.107
2.365 5 -0.093
2.365 5 -0.079
2.365 5 -0.064
2.365 5 -0.050
2.365 5 -0.036
2.365 5 -0.021
2.365 5 -0.007
2.365 5 0.007
2.365 5 0.021
2.365 5 0.036
2.365 5 0.050
2.365 5 0.064
2.365 5 0.079
2.365 5 0.093
2.365 5 0.107
2.365 5 0.121
2.365 5 0.136
2.365 5 0.150
2.365 5 0.164
2.365 5 0.179
2.365 5 0.193
2.365 5 0.207
2.365 5 0.221
2.365 5 0.236
2.365 5 0.250
2.365 5 0.264
2.365 5 0.279
2.365 5 0.293
2.365 5 0.307
2.365 5 0.321
2.365 5 0.336
2.365 5 0.350
2.365 6 -0.350
2.365 6 -0.336
2.365 6 -0.321
2.365 6 -0.307
2.365 6 -0.293
2.365 6 -0.279
2.365 6 -0.264
2.365 6 -0.250
2.365 6 -0.236
2.365 6 -0.221
2.365 6 -0.207
2.365 6 -0.193
2.365 6 -0.179
2.365 6 -0.164
2.365 6 -0.150
2.365 6 -0.136
2.365 6 -0.121
2.365 6 -0.107
2.365 6 -0.093
2.365 6 -0.079
2.365 6 -0.064
2.365 6 -0.050
2.365 6 -0.036
2.365 6 -0.021
2.365 6 -0.007
2.365 6 0.007
2.365 6 0.021
2.365 6 0.036
2.365 6 0.050
2.365 6 0.064
2.365 6 0.079
2.365 6 0.093
2.365 6 0.107
2.365 6 0.121
2.365 6 0.136
2.365 6 0.150
2.365 6 0.164
2.365 6 0.179
2.365 6 0.193
2.365 6 0.207
2.365 6 0.221
2.365 6 0.236
2.365 6 0.250
2.365 6 0.264
2.365 6 0.279
2.365 6 0.293
2.365 6 0.307
2.365 6 0.321
2.365 6 0.336
2.365 6 0.350
2.365 7 -0.350
2.365 7 -0.336
2.365 7 -0.321
2.365 7 -0.307
2.365 7 -0.293
2.365 7 -0.279
2.365 7 -0.264
2.365 7 -0.250
2.365 7 -0.236
2.365 7 -0.221
2.365 7 -0.207
2.365 7 -0.193
2.365 7 -0.179
2.365 7 -0.164
2.365 7 -0.150
2.365 7 -0.136
2.365 7 -0.121
2.365 7 -0.107
2.365 7 -0.093
2.365 7 -0.079
2.365 7 -0.064
2.365 7 -0.050
2.365 7 -0.036
2.365 7 -0.021
2.365 7 -0.007
2.365 7 0.007
2.365 7 0.021
2.365 7 0.036
2.365 7 0.050
2.365 7 0.064
2.365 7 0.079
2.365 7 0.093
2.365 7 0.107
2.365 7 0.121
2.365 7 0.136
2.365 7 0.150
2.365 7 0.164
2.365 7 0.179
2.365 7 0.193
2.365 7 0.207
2.365 7 0.221
2.365 7 0.236
2.365 7 0.250
